EMPRESA;COD MOVIL;TIPO MOVIL;EVENTO;FALLA REPORTADA;DESCRIPCION CAUSA;ESTADO;INICIO EVENTO;LLEGADA EVENTO;ASIGNADA;ACEPTADA;EN RUTA;ARRIBO;LIBERADA;REPROMESA;PROMESA(min);REPROMESA(min);T.ASIGNACION(min);T.ARRIBO(min);CUMPL.PROMESA;CUMPL.LEGAL;CUMPL.TIEMPO
SCALUX;V3656;SERVICIO DE EMERGENCIA RED;B1825697;5A0117 - Acometidas en Corto Circuito / medidor e;Falta de mantenimiento;Cerrado;28-09-2014 1:25;28-09-2014 2:19;28-09-2014 1:32;28-09-2014 1:33;28-09-2014 2:18;28-09-2014 2:19;28-09-2014 2:36;;100;;7;54;Si;Si;No
CAM;V4650;SERVICIO DE EMERGENCIA RED;B1825698; - ;Operacion (maniobra) media tension;Cerrado;28-09-2014 1:34;28-09-2014 2:10;28-09-2014 1:35;28-09-2014 1:36;28-09-2014 1:38;28-09-2014 2:10;28-09-2014 2:37;;;;1;36;No;Si;No
LEONOR SOTO;V3640;SERVICIO DE EMERGENCIA RED;B1825699; - ;Operacion (maniobra) media tension;Cerrado;28-09-2014 1:49;28-09-2014 2:29;28-09-2014 1:49;28-09-2014 1:50;28-09-2014 1:52;28-09-2014 2:29;28-09-2014 2:47;;;;0;40;No;Si;No
LEONOR SOTO LTDA.;V5534;SERVICIO DE EMERGENCIA RED;B1825700;5D0289 - Domicilio sin Corriente;Falta de mantenimiento;Cerrado;28-09-2014 2:29;28-09-2014 2:54;28-09-2014 2:34;28-09-2014 2:35;28-09-2014 2:35;28-09-2014 2:54;28-09-2014 3:11;;120;;5;24;Si;Si;No
CAM;V4654;SERVICIO DE EMERGENCIA RED;B1825701; - ;Operacion (maniobra) media tension;Cerrado;28-09-2014 3:09;28-09-2014 3:11;28-09-2014 3:09;28-09-2014 3:26;28-09-2014 3:27;28-09-2014 3:28;28-09-2014 3:30;;;;0;2;No;Si;No
CAM;V4655;SERVICIO DE EMERGENCIA RED;B1825702; - ;Operacion (maniobra) media tension;Cerrado;28-09-2014 3:10;28-09-2014 3:11;28-09-2014 3:10;28-09-2014 3:12;28-09-2014 3:12;28-09-2014 3:12;28-09-2014 3:16;;;;0;1;No;Si;No
ELS s.a.;V5542;SERVICIO DE EMERGENCIA RED;B1825703;3L0269 - Bomberos solicita presencia de Chilectra;Incendios;Cerrado;28-09-2014 3:48;28-09-2014 4:57;28-09-2014 3:53;28-09-2014 3:54;28-09-2014 4:04;28-09-2014 4:57;28-09-2014 5:17;;45;;5;69;No;Si;No
Emp. Electrica Colina;C0001;SERVICIO DE EMERGENCIA RED;B1825704; - ;Otros actos vandalicos;Cerrado;28-09-2014 5:19;28-09-2014 5:30;28-09-2014 5:21;;;;28-09-2014 7:51;;;;2;2;No;Si;No
ELS;V5562;DOMICILIARIA EMERGENCIA;B1825705;5D0289 - Domicilio sin Corriente;Envejecimiento de materiales;Cerrado;28-09-2014 7:02;28-09-2014 9:22;28-09-2014 7:39;28-09-2014 7:50;28-09-2014 7:53;28-09-2014 8:29;28-09-2014 8:45;;120;;36;86;Si;Si;No
ELS;V5541;SERVICIO DE EMERGENCIA RED;B1825706; - ;Operacion (maniobra) media tension;Cerrado;28-09-2014 7:25;28-09-2014 7:48;28-09-2014 7:31;28-09-2014 7:39;28-09-2014 7:42;28-09-2014 7:48;28-09-2014 9:41;;;;6;22;No;Si;No
ELS s.a.;V3606;SERVICIO DE EMERGENCIA RED;B1825707; - ;Operacion (maniobra) media tension;Cerrado;28-09-2014 7:25;28-09-2014 7:45;28-09-2014 7:32;28-09-2014 7:34;28-09-2014 7:36;28-09-2014 8:44;28-09-2014 8:54;;;;7;20;No;Si;No
LEONOR SOTO LTDA.;V5540;SERVICIO DE EMERGENCIA RED;B1825708; - ;Operacion (maniobra) media tension;Cerrado;28-09-2014 7:37;28-09-2014 8:40;28-09-2014 7:39;28-09-2014 7:40;28-09-2014 7:42;28-09-2014 8:40;28-09-2014 9:11;;;;2;63;No;Si;No
LEONOR SOTO LTDA.;V3602;SERVICIO DE EMERGENCIA RED;B1825709; - ;Operacion (maniobra) media tension;Cerrado;28-09-2014 7:50;28-09-2014 8:10;28-09-2014 7:56;28-09-2014 8:10;28-09-2014 8:14;28-09-2014 8:42;28-09-2014 9:00;;;;6;20;No;Si;No
ELS;V3607;SERVICIO DE EMERGENCIA RED;B1825710; - ;Operacion (maniobra) media tension;Cerrado;28-09-2014 7:58;28-09-2014 8:39;28-09-2014 7:59;28-09-2014 8:00;28-09-2014 8:13;28-09-2014 8:39;28-09-2014 9:42;;;;1;40;No;Si;No
LEONOR SOTO LTDA.;V5560;DOMICILIARIA EMERGENCIA;B1825711;5D0289 - Domicilio sin Corriente;Falta de mantenimiento;Cerrado;28-09-2014 8:01;28-09-2014 8:41;28-09-2014 8:04;28-09-2014 8:05;28-09-2014 8:19;28-09-2014 8:41;28-09-2014 9:06;;120;;2;39;Si;Si;No
ELS;V5562;DOMICILIARIA EMERGENCIA;B1825712;5D0289 - Domicilio sin Corriente;Mantenimiento preventivo;Cerrado;28-09-2014 8:07;28-09-2014 8:37;28-09-2014 8:08;28-09-2014 8:10;28-09-2014 8:36;28-09-2014 8:37;28-09-2014 8:45;;120;;1;29;Si;Si;No
ELS;V5562;DOMICILIARIA EMERGENCIA;B1825713;5D0289 - Domicilio sin Corriente;Falta de mantenimiento;Cerrado;28-09-2014 8:27;28-09-2014 9:11;28-09-2014 8:36;28-09-2014 8:38;28-09-2014 8:44;28-09-2014 9:11;28-09-2014 9:47;;120;;8;43;Si;Si;No
CAM;V4654;SERVICIO DE EMERGENCIA RED;B1825714; - ;Choque de vehiculo a poste;Cerrado;28-09-2014 8:29;28-09-2014 8:46;28-09-2014 8:30;28-09-2014 8:32;28-09-2014 8:45;28-09-2014 8:46;28-09-2014 9:08;;;;1;17;No;Si;No
ELS s.a.;V3606;SERVICIO DE EMERGENCIA RED;B1825716; - ;Operacion (maniobra) media tension;Cerrado;28-09-2014 8:25;28-09-2014 8:30;28-09-2014 8:52;28-09-2014 8:53;28-09-2014 9:24;28-09-2014 9:24;28-09-2014 9:34;;;;27;5;No;Si;No
CAM;V4653;SERVICIO DE EMERGENCIA RED;B1825717; - ;Operacion (maniobra) media tension;Cerrado;28-09-2014 8:30;28-09-2014 11:10;28-09-2014 8:54;28-09-2014 9:30;28-09-2014 11:09;28-09-2014 11:10;28-09-2014 11:33;;;;24;160;No;No;No
CAM;V4655;SERVICIO DE EMERGENCIA RED;B1825718; - ;Operacion (maniobra) media tension;Cerrado;28-09-2014 8:30;28-09-2014 10:11;28-09-2014 8:55;28-09-2014 9:31;28-09-2014 10:11;28-09-2014 10:11;28-09-2014 10:30;;;;25;101;No;Si;No
LEONOR SOTO LTDA.;V3602;SERVICIO DE EMERGENCIA RED;B1825719; - ;Operacion (maniobra) media tension;Cerrado;28-09-2014 8:50;28-09-2014 9:05;28-09-2014 8:58;28-09-2014 9:00;28-09-2014 9:05;28-09-2014 9:05;28-09-2014 10:16;;;;8;15;No;Si;No
ELS SA;V3615;DOMICILIARIA EMERGENCIA;B1825720;3S0389 - Sector sin Corriente;Falta de mantenimiento;Cerrado;28-09-2014 9:07;28-09-2014 9:45;28-09-2014 9:08;28-09-2014 9:10;28-09-2014 9:11;28-09-2014 9:45;28-09-2014 10:41;;120;;1;37;Si;Si;No
CAM;V4037;DOMICILIARIA EMERGENCIA;B1825721; - ;Origen no determinado;Cerrado;28-09-2014 9:10;28-09-2014 9:40;28-09-2014 9:12;28-09-2014 9:14;28-09-2014 9:15;28-09-2014 9:40;28-09-2014 10:07;;;;2;29;No;Si;No
CAM;V4040;DOMICILIARIA EMERGENCIA;B1825722; - ;Mantenimiento preventivo;Cerrado;28-09-2014 9:14;28-09-2014 9:54;28-09-2014 9:15;28-09-2014 9:17;28-09-2014 9:33;28-09-2014 9:54;28-09-2014 11:16;;;;1;40;No;Si;No
ELS;V5563;DOMICILIARIA EMERGENCIA;B1825723;5D0289 - Domicilio sin Corriente;Cable de comunicaciones a baja altura;Cerrado;28-09-2014 9:19;28-09-2014 9:50;28-09-2014 9:20;28-09-2014 9:22;28-09-2014 9:23;28-09-2014 9:59;28-09-2014 10:15;;120;;1;30;Si;Si;No
CAM;V4037;DOMICILIARIA EMERGENCIA;B1825726;5D0289 - Domicilio sin Corriente;Origen no determinado;Cerrado;28-09-2014 9:22;28-09-2014 10:10;28-09-2014 9:29;28-09-2014 10:04;;;28-09-2014 10:32;;120;;7;7;Si;Si;No
CAM;V4040;DOMICILIARIA EMERGENCIA;B1825727;5I0189 - Industria o Edificio sin Corriente;Otros instalacion de cliente;Cerrado;28-09-2014 9:24;28-09-2014 10:30;28-09-2014 9:30;28-09-2014 10:04;;;28-09-2014 11:15;;120;;5;5;Si;Si;No
ELS;V5541;SERVICIO DE EMERGENCIA RED;B1825728; - ;Operacion (maniobra) media tension;Cerrado;28-09-2014 8:25;28-09-2014 8:30;28-09-2014 9:26;28-09-2014 9:28;28-09-2014 9:37;28-09-2014 9:40;28-09-2014 10:17;;;;61;5;No;Si;No
CAM;V4654;SERVICIO DE EMERGENCIA RED;B1825729;5I0189 - Industria o Edificio sin Corriente;Falla de artefacto electrico;Cerrado;28-09-2014 9:27;28-09-2014 10:20;28-09-2014 9:30;28-09-2014 9:31;28-09-2014 10:08;28-09-2014 10:20;28-09-2014 10:33;;120;;2;52;Si;Si;No
ELS s.a.;V3606;SERVICIO DE EMERGENCIA RED;B1825730; - ;Operacion (maniobra) media tension;Cerrado;28-09-2014 9:25;28-09-2014 9:30;28-09-2014 9:33;28-09-2014 9:34;28-09-2014 9:41;28-09-2014 9:43;28-09-2014 9:52;;;;8;5;No;Si;No
ELS;V5566;DOMICILIARIA EMERGENCIA;B1825731;5D0289 - Domicilio sin Corriente;Otros instalacion de cliente;Cerrado;28-09-2014 9:41;28-09-2014 10:10;28-09-2014 9:45;28-09-2014 9:47;28-09-2014 9:47;28-09-2014 10:10;28-09-2014 10:14;;120;;4;28;Si;Si;No
Empresa Azeta;V3616;DOMICILIARIA EMERGENCIA;B1825733;5A0117 - Acometidas en Corto Circuito / medidor e;Falta de mantenimiento;Cerrado;28-09-2014 9:48;28-09-2014 10:09;28-09-2014 9:49;28-09-2014 9:50;28-09-2014 9:52;28-09-2014 10:09;28-09-2014 10:30;;100;;1;20;Si;Si;No
LEONOR SOTO LTDA.;V5536;SERVICIO DE EMERGENCIA RED;B1825734;5D0289 - Domicilio sin Corriente;Mantenimiento preventivo;Cerrado;28-09-2014 9:51;28-09-2014 10:26;28-09-2014 10:02;28-09-2014 10:03;28-09-2014 10:09;28-09-2014 10:26;28-09-2014 10:47;;120;;10;34;Si;Si;No
ELS;V5563;DOMICILIARIA EMERGENCIA;B1825736;5D0289 - Domicilio sin Corriente;Origen no determinado;Cerrado;28-09-2014 9:58;28-09-2014 10:43;28-09-2014 10:01;28-09-2014 10:12;28-09-2014 10:36;28-09-2014 10:43;28-09-2014 10:57;;120;;2;44;Si;Si;No
LEONOR SOTO LTDA.;V3602;SERVICIO DE EMERGENCIA RED;B1825737; - ;Operacion (maniobra) media tension;Cerrado;28-09-2014 9:50;28-09-2014 9:55;28-09-2014 10:01;28-09-2014 10:03;28-09-2014 10:17;28-09-2014 10:18;28-09-2014 11:45;;;;11;5;No;Si;No
ELS;V5562;DOMICILIARIA EMERGENCIA;B1825738;3S0389 - Sector sin Corriente;Falla de artefacto electrico;Cerrado;28-09-2014 10:02;28-09-2014 10:21;28-09-2014 10:02;28-09-2014 10:04;28-09-2014 10:11;28-09-2014 10:21;28-09-2014 10:40;;120;;0;18;Si;Si;No
ELS;V5541;SERVICIO DE EMERGENCIA RED;B1825739; - ;Operacion (maniobra) media tension;Cerrado;28-09-2014 9:25;28-09-2014 9:30;28-09-2014 10:02;28-09-2014 10:04;28-09-2014 10:25;28-09-2014 10:49;28-09-2014 10:59;;;;37;5;No;Si;No
ELS SA;V3615;DOMICILIARIA EMERGENCIA;B1825740;5D0289 - Domicilio sin Corriente;Falta de mantenimiento;Cerrado;28-09-2014 10:03;28-09-2014 10:56;28-09-2014 10:05;28-09-2014 10:27;28-09-2014 10:28;28-09-2014 10:56;28-09-2014 11:20;;120;;2;53;Si;Si;No
LEONOR SOTO LTDA.;V3621;DOMICILIARIA EMERGENCIA;B1825741;5D0249 - Domicilio  intermitente ;Envejecimiento de materiales;Cerrado;28-09-2014 10:06;28-09-2014 11:04;28-09-2014 10:10;28-09-2014 10:12;28-09-2014 10:15;28-09-2014 10:42;28-09-2014 11:27;;120;;4;35;Si;Si;No
LEONOR SOTO LTDA.;V3621;DOMICILIARIA EMERGENCIA;B1825742;5D0289 - Domicilio sin Corriente;Envejecimiento de materiales;Cerrado;28-09-2014 10:14;28-09-2014 10:50;28-09-2014 10:15;28-09-2014 10:16;28-09-2014 11:00;28-09-2014 11:05;28-09-2014 11:25;;120;;0;35;Si;Si;No
CAM;V4655;SERVICIO DE EMERGENCIA RED;B1825743; - ;Operacion (maniobra) media tension;Cerrado;28-09-2014 9:30;28-09-2014 10:27;28-09-2014 10:17;28-09-2014 10:18;28-09-2014 10:26;28-09-2014 10:27;28-09-2014 11:10;;;;47;56;No;Si;No
CAM;V4653;SERVICIO DE EMERGENCIA RED;B1825744; - ;Operacion (maniobra) media tension;Cerrado;28-09-2014 9:30;28-09-2014 11:30;28-09-2014 10:18;28-09-2014 11:08;28-09-2014 11:29;28-09-2014 11:29;28-09-2014 11:33;;;;48;119;No;Si;No
ELS;V3607;SERVICIO DE EMERGENCIA RED;B1825746;5D0289 - Domicilio sin Corriente;Objeto/alambre/cadena lanzado;Cerrado;28-09-2014 10:33;28-09-2014 10:42;28-09-2014 10:34;28-09-2014 10:36;28-09-2014 10:37;28-09-2014 10:42;28-09-2014 11:23;;120;;1;8;Si;Si;No
CAM;V4034;DOMICILIARIA EMERGENCIA;B1825747;5D0289 - Domicilio sin Corriente;Otros instalacion de cliente;Cerrado;28-09-2014 10:35;28-09-2014 12:15;28-09-2014 10:36;28-09-2014 11:08;28-09-2014 11:19;28-09-2014 12:15;28-09-2014 12:29;;120;;0;99;Si;Si;No
LEONOR SOTO LTDA.;V5540;SERVICIO DE EMERGENCIA RED;B1825748;3L0217 - L¡neas de Distribuci¢n en Corto Circuito;Envejecimiento de materiales;Cerrado;28-09-2014 10:37;28-09-2014 10:50;28-09-2014 10:37;28-09-2014 10:39;28-09-2014 10:39;28-09-2014 10:50;28-09-2014 11:03;;100;;0;12;Si;Si;No
Empresa Azeta;V3616;DOMICILIARIA EMERGENCIA;B1825749;5A0117 - Acometidas en Corto Circuito / medidor e;Falta de mantenimiento;Cerrado;28-09-2014 10:39;28-09-2014 10:51;28-09-2014 10:40;28-09-2014 10:41;28-09-2014 10:42;28-09-2014 10:51;28-09-2014 11:24;;100;;0;11;Si;Si;No
ELS SA;V3615;DOMICILIARIA EMERGENCIA;B1825750;3S0389 - Sector sin Corriente;Choque de vehiculo a poste;Cerrado;28-09-2014 10:43;28-09-2014 11:41;28-09-2014 10:43;28-09-2014 10:44;28-09-2014 11:00;28-09-2014 11:08;28-09-2014 11:13;;120;;0;24;Si;Si;No
ELS s.a.;V5564;DOMICILIARIA EMERGENCIA;B1825751;5A0117 - Acometidas en Corto Circuito / medidor e;Volantines;Cerrado;28-09-2014 10:46;28-09-2014 11:00;28-09-2014 10:47;28-09-2014 11:00;28-09-2014 11:00;28-09-2014 11:23;28-09-2014 11:31;;100;;0;13;Si;Si;No
CAM;V4655;SERVICIO DE EMERGENCIA RED;B1825752; - ;Operacion (maniobra) media tension;Cerrado;28-09-2014 10:30;28-09-2014 12:20;28-09-2014 10:48;28-09-2014 10:50;28-09-2014 12:17;28-09-2014 12:20;28-09-2014 12:52;;;;18;110;No;Si;No
CAM;V4653;SERVICIO DE EMERGENCIA RED;B1825753; - ;Operacion (maniobra) media tension;Cerrado;28-09-2014 10:30;28-09-2014 11:35;28-09-2014 10:50;28-09-2014 11:08;28-09-2014 11:34;28-09-2014 11:35;28-09-2014 11:38;;;;20;64;No;Si;No
Empresa Azeta;V3616;DOMICILIARIA EMERGENCIA;B1825754;5D0289 - Domicilio sin Corriente;Otros instalacion de cliente;Cerrado;28-09-2014 10:52;28-09-2014 11:20;28-09-2014 10:53;28-09-2014 11:09;28-09-2014 11:10;28-09-2014 11:20;28-09-2014 11:57;;120;;0;27;Si;Si;No
LEONOR SOTO LTDA.;V5560;DOMICILIARIA EMERGENCIA;B1825755;5D0289 - Domicilio sin Corriente;Falta de mantenimiento;Cerrado;28-09-2014 10:53;28-09-2014 11:14;28-09-2014 10:57;28-09-2014 10:58;28-09-2014 10:58;28-09-2014 11:14;28-09-2014 11:35;;120;;3;20;Si;Si;No
ELS;V5566;DOMICILIARIA EMERGENCIA;B1825756;5D0289 - Domicilio sin Corriente;Otros instalacion de cliente;Cerrado;28-09-2014 10:55;28-09-2014 11:19;28-09-2014 10:57;28-09-2014 10:58;28-09-2014 10:59;28-09-2014 11:19;28-09-2014 11:27;;120;;1;23;Si;Si;No
LEONOR SOTO LTDA.;V5540;SERVICIO DE EMERGENCIA RED;B1825757; - ;Operacion (maniobra) media tension;Cerrado;28-09-2014 10:56;28-09-2014 11:11;28-09-2014 10:56;28-09-2014 11:01;28-09-2014 11:01;28-09-2014 11:11;28-09-2014 11:28;;;;0;15;No;Si;No
ELS;V5541;SERVICIO DE EMERGENCIA RED;B1825758; - ;Operacion (maniobra) media tension;Cerrado;28-09-2014 10:25;28-09-2014 10:30;28-09-2014 10:59;28-09-2014 11:01;28-09-2014 11:02;28-09-2014 11:03;28-09-2014 11:55;;;;34;5;No;Si;No
Leonor Soto;V5533;SERVICIO DE EMERGENCIA RED;B1825759;5A0117 - Acometidas en Corto Circuito / medidor e;Disturbios en la zona;Cerrado;28-09-2014 11:00;28-09-2014 11:15;28-09-2014 11:02;28-09-2014 11:24;28-09-2014 11:24;28-09-2014 11:25;28-09-2014 11:34;;100;;2;14;Si;Si;No
LEONOR SOTO LTDA.;V3602;SERVICIO DE EMERGENCIA RED;B1825760; - ;Operacion (maniobra) media tension;Cerrado;28-09-2014 10:50;28-09-2014 10:55;28-09-2014 11:10;28-09-2014 11:11;28-09-2014 11:21;28-09-2014 11:21;28-09-2014 11:25;;;;20;5;No;Si;No
ELS;V5534;SERVICIO DE EMERGENCIA RED;B1825761; - ;Operacion (maniobra) media tension;Cerrado;28-09-2014 11:15;28-09-2014 11:20;28-09-2014 11:18;28-09-2014 11:19;;;;;;;3;3;No;Si;No
CAM;V4037;DOMICILIARIA EMERGENCIA;B1825762;5A0117 - Acometidas en Corto Circuito / medidor e;Envejecimiento de materiales;Cerrado;28-09-2014 11:21;28-09-2014 11:30;28-09-2014 11:21;;;;28-09-2014 11:46;;100;;0;0;Si;Si;No
CAM;V4654;SERVICIO DE EMERGENCIA RED;B1825763; - ;Falla de artefacto electrico;Anulado;28-09-2014 11:19;28-09-2014 11:31;28-09-2014 11:21;28-09-2014 11:23;28-09-2014 11:29;28-09-2014 11:31;28-09-2014 12:21;;;;2;12;No;Si;No
CAM;V4040;DOMICILIARIA EMERGENCIA;B1825765;5D0289 - Domicilio sin Corriente;Mantenimiento preventivo;Cerrado;28-09-2014 11:25;28-09-2014 12:55;28-09-2014 11:26;28-09-2014 11:58;28-09-2014 12:50;28-09-2014 12:55;28-09-2014 13:15;;120;;1;89;Si;Si;No
LEONOR SOTO LTDA.;V5536;SERVICIO DE EMERGENCIA RED;B1825766;5D0289 - Domicilio sin Corriente;Otros externas;Cerrado;28-09-2014 11:26;28-09-2014 11:47;28-09-2014 11:26;28-09-2014 11:28;28-09-2014 11:43;28-09-2014 11:47;28-09-2014 12:09;;120;;0;20;Si;Si;No
ELS s.a.;V5564;DOMICILIARIA EMERGENCIA;B1825767;3S0389 - Sector sin Corriente;Envejecimiento de materiales;Cerrado;28-09-2014 11:28;28-09-2014 11:40;28-09-2014 11:30;28-09-2014 11:31;28-09-2014 11:51;28-09-2014 11:53;28-09-2014 11:58;;120;;1;11;Si;Si;No
CAM;V4037;DOMICILIARIA EMERGENCIA;B1825768;5D0289 - Domicilio sin Corriente;Origen no determinado;Cerrado;28-09-2014 11:29;28-09-2014 12:19;28-09-2014 11:31;28-09-2014 12:17;28-09-2014 12:17;28-09-2014 12:19;28-09-2014 12:55;;120;;1;49;Si;Si;No
LEONOR SOTO LTDA.;V3602;SERVICIO DE EMERGENCIA RED;B1825770;5D0249 - Domicilio  intermitente ;Falta de mantenimiento;Cerrado;28-09-2014 11:31;28-09-2014 12:10;28-09-2014 11:48;28-09-2014 12:46;;;28-09-2014 13:28;;120;;16;16;Si;Si;No
ELS;V5566;DOMICILIARIA EMERGENCIA;B1825771;5D0289 - Domicilio sin Corriente;Otros mantenimiento;Cerrado;28-09-2014 11:39;28-09-2014 11:59;28-09-2014 11:39;28-09-2014 11:49;28-09-2014 11:50;28-09-2014 11:59;28-09-2014 12:05;;120;;0;19;Si;Si;No
LEONOR SOTO LTDA.;V3621;DOMICILIARIA EMERGENCIA;B1825772;5A0117 - Acometidas en Corto Circuito / medidor e;Envejecimiento de materiales;Cerrado;28-09-2014 11:41;28-09-2014 11:51;28-09-2014 11:41;28-09-2014 11:43;28-09-2014 11:44;28-09-2014 11:51;28-09-2014 12:13;;100;;0;9;Si;Si;No
CAM;V4653;SERVICIO DE EMERGENCIA RED;B1825773; - ;Operacion (maniobra) media tension;Cerrado;28-09-2014 11:30;28-09-2014 12:43;28-09-2014 11:41;28-09-2014 11:42;28-09-2014 12:41;28-09-2014 12:43;28-09-2014 12:53;;;;11;73;No;Si;No
CAM;V4040;DOMICILIARIA EMERGENCIA;B1825774;3S0389 - Sector sin Corriente;Envejecimiento de materiales;Cerrado;28-09-2014 11:41;28-09-2014 13:00;28-09-2014 11:48;28-09-2014 12:38;28-09-2014 13:05;28-09-2014 13:43;28-09-2014 14:00;;120;;7;79;Si;Si;No
CAM;V4654;SERVICIO DE EMERGENCIA RED;B1825775;9GAS71 - Fuga de gas;Falla de artefacto electrico;Cerrado;28-09-2014 11:42;28-09-2014 12:00;28-09-2014 11:44;28-09-2014 12:05;;;28-09-2014 12:26;;45;;1;1;Si;Si;No
CAM;V4655;SERVICIO DE EMERGENCIA RED;B1825776; - ;Operacion (maniobra) media tension;Cerrado;28-09-2014 11:30;28-09-2014 12:20;28-09-2014 11:43;28-09-2014 11:45;28-09-2014 12:28;28-09-2014 12:29;28-09-2014 12:32;;;;13;49;No;Si;No
CAM;V4037;DOMICILIARIA EMERGENCIA;B1825777;5D0289 - Domicilio sin Corriente;Otros instalacion de cliente;Cerrado;28-09-2014 11:45;28-09-2014 12:20;28-09-2014 11:47;;;;28-09-2014 12:56;;120;;2;2;Si;Si;No
ELS SA;V3615;DOMICILIARIA EMERGENCIA;B1825778;5D0289 - Domicilio sin Corriente;Falta de mantenimiento;Cerrado;28-09-2014 11:47;28-09-2014 12:27;28-09-2014 11:47;28-09-2014 12:19;28-09-2014 12:26;28-09-2014 12:27;28-09-2014 13:31;;120;;0;39;Si;Si;No
ELS;V5562;DOMICILIARIA EMERGENCIA;B1825779;5D0231 -  Medidores y/o Domicilios electrizados;Falla de material;Cerrado;28-09-2014 11:52;28-09-2014 12:15;28-09-2014 11:55;28-09-2014 11:56;28-09-2014 11:56;28-09-2014 12:15;28-09-2014 12:37;;45;;3;22;Si;Si;No
ELS;V5541;SERVICIO DE EMERGENCIA RED;B1825781; - ;Operacion (maniobra) media tension;Cerrado;28-09-2014 11:25;28-09-2014 11:30;28-09-2014 11:55;28-09-2014 11:57;28-09-2014 12:27;28-09-2014 12:27;28-09-2014 12:51;;;;30;5;No;Si;No
Empresa Azeta;V3616;DOMICILIARIA EMERGENCIA;B1825782;5D0289 - Domicilio sin Corriente;Otros instalacion de cliente;Cerrado;28-09-2014 12:02;28-09-2014 12:52;28-09-2014 12:04;28-09-2014 12:36;28-09-2014 12:36;28-09-2014 12:52;28-09-2014 13:32;;120;;1;49;Si;Si;No
ELS;V5534;SERVICIO DE EMERGENCIA RED;B1825783;5D0289 - Domicilio sin Corriente;Mantenimiento preventivo;Cerrado;28-09-2014 12:08;28-09-2014 12:44;28-09-2014 12:10;28-09-2014 12:43;28-09-2014 12:44;28-09-2014 12:44;28-09-2014 13:16;;120;;1;35;Si;Si;No
CAM;V4654;SERVICIO DE EMERGENCIA RED;B1825784;3L0216 - L¡neas cortadas;Lavado de aisladores;Cerrado;28-09-2014 12:20;28-09-2014 12:35;28-09-2014 12:22;;;;28-09-2014 12:27;;45;;2;2;Si;Si;No
LEONOR SOTO LTDA.;V3602;SERVICIO DE EMERGENCIA RED;B1825785;3L0212 - L¡neas o Acometidas con ramas;Otros arboles;Cerrado;28-09-2014 12:21;28-09-2014 12:55;28-09-2014 12:25;28-09-2014 12:46;;;28-09-2014 13:30;;100;;3;3;Si;Si;No
ELS;V5563;DOMICILIARIA EMERGENCIA;B1825787;5A0117 - Acometidas en Corto Circuito / medidor e;Falta de mantenimiento;Cerrado;28-09-2014 12:22;28-09-2014 13:00;28-09-2014 12:23;28-09-2014 12:39;28-09-2014 12:44;28-09-2014 13:38;28-09-2014 13:52;;100;;0;37;Si;Si;No
CAM;V4654;SERVICIO DE EMERGENCIA RED;B1825789;5I0189 - Industria o Edificio sin Corriente;Falla de artefacto electrico;Cerrado;28-09-2014 12:33;28-09-2014 13:37;28-09-2014 12:39;28-09-2014 12:39;28-09-2014 13:35;28-09-2014 13:37;28-09-2014 13:43;;120;;6;63;Si;Si;No
ELS;V5563;DOMICILIARIA EMERGENCIA;B1825790;5A0117 - Acometidas en Corto Circuito / medidor e;Falta de mantenimiento;Cerrado;28-09-2014 12:34;28-09-2014 13:00;28-09-2014 12:37;28-09-2014 12:39;28-09-2014 13:54;28-09-2014 14:09;28-09-2014 14:20;;100;;2;25;Si;Si;No
CAM;V4034;DOMICILIARIA EMERGENCIA;B1825791;5D0289 - Domicilio sin Corriente;Otros instalacion de cliente;Cerrado;28-09-2014 12:34;28-09-2014 13:18;28-09-2014 12:39;28-09-2014 12:46;28-09-2014 13:18;28-09-2014 13:18;28-09-2014 13:42;;120;;5;43;Si;Si;No
LEONOR SOTO LTDA.;V3621;DOMICILIARIA EMERGENCIA;B1825792;5C0725 - Caja de empalme desprendida ;Envejecimiento de materiales;Cerrado;28-09-2014 12:40;28-09-2014 13:00;28-09-2014 12:43;28-09-2014 13:17;28-09-2014 13:24;28-09-2014 13:24;28-09-2014 13:31;;120;;3;19;Si;Si;No
CAM;V4654;SERVICIO DE EMERGENCIA RED;B1825793;5A0117 - Acometidas en Corto Circuito / medidor e;Falla de artefacto electrico;Cerrado;28-09-2014 12:43;28-09-2014 14:17;28-09-2014 13:01;28-09-2014 13:43;28-09-2014 14:16;28-09-2014 14:17;28-09-2014 15:04;;100;;17;93;Si;Si;No
CAM;V4037;DOMICILIARIA EMERGENCIA;B1825794;5D0289 - Domicilio sin Corriente;Envejecimiento de materiales;Cerrado;28-09-2014 12:40;28-09-2014 13:15;28-09-2014 12:57;28-09-2014 13:43;;;28-09-2014 14:07;;120;;17;17;Si;Si;No
LEONOR SOTO LTDA.;V5540;SERVICIO DE EMERGENCIA RED;B1825795;5D0249 - Domicilio  intermitente ;Envejecimiento de materiales;Cerrado;28-09-2014 12:40;28-09-2014 12:58;28-09-2014 12:44;28-09-2014 12:45;28-09-2014 12:45;28-09-2014 12:58;28-09-2014 13:11;;120;;3;17;Si;Si;No
